invoice_id,status
INV000140,MATCHED
INV000141,MATCHED
INV000142,MATCHED
INV000143,MATCHED
INV000144,MATCHED
INV000145,MATCHED
INV000146,MATCHED
INV000147,MATCHED
INV000149,MATCHED
INV000150,MATCHED
INV000151,MATCHED
INV000152,MATCHED
INV000153,MATCHED
INV000154,MATCHED
INV000155,MATCHED
INV000156,MATCHED
INV000157,MATCHED
INV000158,MATCHED
INV000159,MATCHED
INV000160,MATCHED
INV000161,MATCHED
INV000162,MATCHED
INV000163,MATCHED
INV000164,MATCHED
INV000165,MATCHED
INV000166,MATCHED
INV000167,MATCHED
INV000168,MATCHED
INV000170,MATCHED
INV000171,MATCHED
INV000172,MATCHED
INV000173,MATCHED
INV000174,MATCHED
INV000175,MATCHED
INV000176,MATCHED
INV000177,MATCHED
INV000178,MATCHED
INV000179,MATCHED
INV000180,MATCHED
INV000181,MATCHED
INV000182,MATCHED
INV000183,MATCHED
INV000184,MATCHED
INV000185,MATCHED
INV000186,MATCHED
INV000187,MATCHED
INV000188,MATCHED
INV000189,MATCHED
INV000190,MATCHED
INV000191,MATCHED
INV000192,MATCHED
INV000193,MATCHED
INV000194,MATCHED
INV000195,MATCHED
INV000196,MATCHED
INV000197,MATCHED
INV000198,MATCHED
INV000199,MATCHED
INV000200,MATCHED
INV000201,MATCHED
INV000202,MATCHED
INV000203,MATCHED
INV000205,MATCHED
INV000206,MATCHED
INV000207,MATCHED
INV000208,MATCHED
INV000209,MATCHED
INV000210,MATCHED
INV000211,MATCHED
INV000212,MATCHED
INV000213,MATCHED
INV000214,MATCHED
INV000215,MATCHED
INV000216,MATCHED
INV000217,MATCHED
INV000218,MATCHED
INV000219,MATCHED
INV000220,MATCHED
INV000221,MATCHED
INV000222,MATCHED
INV000223,MATCHED
INV000224,MATCHED
INV000225,MATCHED
INV000226,MATCHED
INV000227,MATCHED
INV000228,MATCHED
INV000229,MATCHED
INV000231,MATCHED
INV000232,MATCHED
INV000233,MATCHED
INV000234,MATCHED
INV000235,MATCHED
INV000236,MATCHED
INV000237,MATCHED
INV000238,MATCHED
INV000239,MATCHED
INV000240,MATCHED
INV000241,MATCHED
INV000242,MATCHED
INV000243,MATCHED
INV000244,MATCHED
INV000245,MATCHED
INV000246,MATCHED
INV000247,MATCHED
INV000248,MATCHED
INV000249,MATCHED
INV000250,MATCHED
INV000251,MATCHED
INV000252,MATCHED
INV000253,MATCHED
INV000254,MATCHED
INV000255,MATCHED
INV000256,MATCHED
INV000257,MATCHED
INV000258,MATCHED
INV000259,MATCHED
INV000260,MATCHED
INV000261,MATCHED
INV000262,MATCHED
INV000263,MATCHED
INV000264,MATCHED
INV000266,MATCHED
INV000267,MATCHED
INV000268,MATCHED
INV000269,MATCHED
INV000270,MATCHED
INV000271,MATCHED
INV000273,MATCHED
INV000274,MATCHED
INV000275,MATCHED
INV000276,MATCHED
INV000277,MATCHED
INV000278,MATCHED
INV000279,MATCHED
INV000280,MATCHED
INV000281,MATCHED
INV000282,MATCHED
INV000283,MATCHED
INV000284,MATCHED
INV000285,MATCHED
INV000286,MATCHED
INV000287,MATCHED
INV000288,MATCHED
INV000289,MATCHED
INV000290,MATCHED
INV000291,MATCHED
INV000292,MATCHED
INV000293,MATCHED
INV000294,MATCHED
INV000295,MATCHED
INV000296,MATCHED
INV000297,MATCHED
INV000298,MATCHED
INV000299,MATCHED
INV000300,MATCHED
INV000301,MATCHED
INV000302,MATCHED
INV000303,MATCHED
INV000304,MATCHED
INV000305,MATCHED
INV000306,MATCHED
INV000307,MATCHED
INV000308,MATCHED
INV000309,MATCHED
INV000310,MATCHED
INV000311,MATCHED
INV000312,MATCHED
INV000313,MATCHED
INV000314,MATCHED
INV000316,MATCHED
INV000317,MATCHED
INV000318,MATCHED
INV000319,MATCHED
INV000320,MATCHED
INV000321,MATCHED
INV000322,MATCHED
INV000323,MATCHED
INV000324,MATCHED
INV000325,MATCHED
INV000326,MATCHED
INV000327,MATCHED
INV000328,MATCHED
INV000329,MATCHED
INV000330,MATCHED
INV000331,MATCHED
INV000332,MATCHED
INV000333,MATCHED
INV000334,MATCHED
INV000335,MATCHED
INV000336,MATCHED
INV000337,MATCHED
INV000338,MATCHED
INV000339,MATCHED
INV000340,MATCHED
INV000341,MATCHED
INV000342,MATCHED
INV000343,MATCHED
INV000344,MATCHED
INV000345,MATCHED
INV000346,MATCHED
INV000347,MATCHED
INV000348,MATCHED
INV000349,MATCHED
INV000351,MATCHED
INV000352,MATCHED
INV000353,MATCHED
INV000354,MATCHED
INV000355,MATCHED
INV000356,MATCHED
INV000357,MATCHED
INV000358,MATCHED
INV000359,MATCHED
INV000360,MATCHED
INV000361,MATCHED
INV000362,MATCHED
INV000363,MATCHED
INV000364,MATCHED
INV000365,MATCHED
INV000366,MATCHED
INV000367,MATCHED
INV000368,MATCHED
INV000369,MATCHED
INV000370,MATCHED
INV000371,MATCHED
INV000372,MATCHED
INV000373,MATCHED
INV000374,MATCHED
INV000375,MATCHED
INV000376,MATCHED
INV000377,MATCHED
INV000378,MATCHED
INV000379,MATCHED
INV000380,MATCHED
INV000381,MATCHED
INV000382,MATCHED
INV000383,MATCHED
INV000384,MATCHED
INV000385,MATCHED
INV000386,MATCHED
INV000387,MATCHED
INV000388,MATCHED
INV000389,MATCHED
INV000390,MATCHED
INV000391,MATCHED
INV000392,MATCHED
INV000393,MATCHED
INV000394,MATCHED
INV000395,MATCHED
INV000396,MATCHED
INV000397,MATCHED
INV000398,MATCHED
INV000399,MATCHED
INV000400,MATCHED
INV000401,MATCHED
INV000402,MATCHED
INV000403,MATCHED
INV000404,MATCHED
INV000405,MATCHED
INV000406,MATCHED
INV000407,MATCHED
INV000408,MATCHED
INV000409,MATCHED
INV000410,MATCHED
INV000411,MATCHED
INV000412,MATCHED
INV000413,MATCHED
INV000414,MATCHED
INV000415,MATCHED
INV000416,MATCHED
INV000417,MATCHED
INV000418,MATCHED
INV000419,MATCHED
INV000420,MATCHED
INV000421,MATCHED
INV000422,MATCHED
INV000423,MATCHED
INV000424,MATCHED
INV000425,MATCHED
INV000426,MATCHED
INV000427,MATCHED
INV000428,MATCHED
INV000429,MATCHED
INV000430,MATCHED
INV000431,MATCHED
INV000432,MATCHED
INV000433,MATCHED
INV000434,MATCHED
INV000435,MATCHED
INV000436,MATCHED
INV000437,MATCHED
INV000438,MATCHED
INV000439,MATCHED
INV000440,MATCHED
INV000441,MATCHED
INV000442,MATCHED
INV000443,MATCHED
INV000444,MATCHED
INV000445,MATCHED
INV000447,MATCHED
INV000448,MATCHED
INV000449,MATCHED
INV000450,MATCHED
INV000451,MATCHED
INV000452,MATCHED
INV000453,MATCHED
INV000454,MATCHED
INV000455,MATCHED
INV000456,MATCHED
INV000457,MATCHED
INV000458,MATCHED
INV000459,MATCHED
INV000460,MATCHED
INV000461,MATCHED
INV000462,MATCHED
INV000463,MATCHED
INV000464,MATCHED
INV000465,MATCHED
INV000466,MATCHED
INV000467,MATCHED
INV000468,MATCHED
INV000469,MATCHED
INV000470,MATCHED
INV000471,MATCHED
INV000472,MATCHED
INV000473,MATCHED
INV000474,MATCHED
INV000475,MATCHED
INV000476,MATCHED
INV000477,MATCHED
INV000478,MATCHED
INV000479,MATCHED
INV000480,MATCHED
INV000481,MATCHED
INV000482,MATCHED
INV000483,MATCHED
INV000484,MATCHED
INV000485,MATCHED
INV000486,MATCHED
INV000487,MATCHED
INV000488,MATCHED
INV000489,MATCHED
INV000490,MATCHED
INV000491,MATCHED
INV000492,MATCHED
INV000493,MATCHED
INV000494,MATCHED
INV000495,MATCHED
INV000496,MATCHED
INV000497,MATCHED
INV000498,MATCHED
INV000499,MATCHED
INV000500,MATCHED
INV000501,MATCHED
INV000502,MATCHED
INV000503,MATCHED
INV000504,MATCHED
INV000505,MATCHED
INV000506,MATCHED
INV000507,MATCHED
INV000508,MATCHED
INV000509,MATCHED
INV000510,MATCHED
INV000511,MATCHED
INV000512,MATCHED
INV000513,MATCHED
INV000514,MATCHED
INV000515,MATCHED
INV000516,MATCHED
INV000517,MATCHED
INV000518,MATCHED
INV000519,MATCHED
INV000520,MATCHED
INV000521,MATCHED
INV000522,MATCHED
INV000523,MATCHED
INV000524,MATCHED
INV000525,MATCHED
INV000526,MATCHED
INV000527,MATCHED
INV000528,MATCHED
INV000529,MATCHED
INV000530,MATCHED
INV000532,MATCHED
INV000533,MATCHED
INV000534,MATCHED
INV000535,MATCHED
INV000536,MATCHED
INV000537,MATCHED
INV000538,MATCHED
INV000540,MATCHED
INV000541,MATCHED
INV000542,MATCHED
INV000543,MATCHED
INV000544,MATCHED
INV000545,MATCHED
INV000546,MATCHED
INV000547,MATCHED
INV000548,MATCHED
INV000549,MATCHED
INV000550,MATCHED
INV000551,MATCHED
INV000552,MATCHED
INV000553,MATCHED
INV000554,MATCHED
INV000555,MATCHED
INV000556,MATCHED
INV000557,MATCHED
INV000558,MATCHED
INV000559,MATCHED
INV000560,MATCHED
INV000561,MATCHED
INV000562,MATCHED
INV000563,MATCHED
INV000564,MATCHED
INV000565,MATCHED
INV000566,MATCHED
INV000567,MATCHED
INV000568,MATCHED
INV000569,MATCHED
INV000570,MATCHED
INV000571,MATCHED
INV000572,MATCHED
INV000573,MATCHED
INV000574,MATCHED
INV000575,MATCHED
INV000576,MATCHED
INV000577,MATCHED
INV000578,MATCHED
INV000579,MATCHED
INV000580,MATCHED
INV000581,MATCHED
INV000582,MATCHED
INV000583,MATCHED
INV000584,MATCHED
INV000585,MATCHED
INV000587,MATCHED
INV000588,MATCHED
INV000589,MATCHED
INV000590,MATCHED
INV000591,MATCHED
INV000592,MATCHED
INV000593,MATCHED
INV000594,MATCHED
INV000595,MATCHED
INV000596,MATCHED
INV000597,MATCHED
INV000598,MATCHED
INV000599,MATCHED
INV000600,MATCHED
INV000601,MATCHED
INV000602,MATCHED
INV000603,MATCHED
INV000604,MATCHED
INV000605,MATCHED
INV000606,MATCHED
INV000607,MATCHED
INV000608,MATCHED
INV000609,MATCHED
INV000610,MATCHED
INV000611,MATCHED
INV000612,MATCHED
INV000613,MATCHED
INV000614,MATCHED
INV000615,MATCHED
INV000616,MATCHED
INV000617,MATCHED
INV000618,MATCHED
INV000619,MATCHED
INV000620,MATCHED
INV000621,MATCHED
INV000622,MATCHED
INV000623,MATCHED
INV000624,MATCHED
INV000625,MATCHED
INV000626,MATCHED
INV000627,MATCHED
INV000628,MATCHED
INV000629,MATCHED
INV000630,MATCHED
INV000631,MATCHED
INV000632,MATCHED
INV000633,MATCHED
INV000634,MATCHED
INV000635,MATCHED
INV000636,MATCHED
INV000637,MATCHED
INV000638,MATCHED
INV000639,MATCHED
INV000640,MATCHED
INV000641,MATCHED
INV000642,MATCHED
INV000643,MATCHED
INV000644,MATCHED
INV000645,MATCHED
INV000646,MATCHED
INV000647,MATCHED
INV000648,MATCHED
INV000649,MATCHED
INV000650,MATCHED
INV000651,MATCHED
INV000652,MATCHED
INV000653,MATCHED
INV000654,MATCHED
INV000655,MATCHED
INV000656,MATCHED
INV000657,MATCHED
INV000658,MATCHED
INV000659,MATCHED
INV000660,MATCHED
INV000661,MATCHED
INV000662,MATCHED
INV000663,MATCHED
INV000664,MATCHED
INV000665,MATCHED
INV000666,MATCHED
INV000667,MATCHED
INV000668,MATCHED
INV000669,MATCHED
INV000670,MATCHED
INV000671,MATCHED
INV000672,MATCHED
INV000673,MATCHED
INV000674,MATCHED
INV000675,MATCHED
INV000676,MATCHED
INV000677,MATCHED
INV000678,MATCHED
INV000679,MATCHED
INV000680,MATCHED
INV000681,MATCHED
INV000682,MATCHED
INV000683,MATCHED
INV000685,MATCHED
INV000687,MATCHED
INV000688,MATCHED
INV000689,MATCHED
INV000690,MATCHED
INV000691,MATCHED
INV000692,MATCHED
INV000693,MATCHED
INV000694,MATCHED
INV000695,MATCHED
INV000696,MATCHED
INV000697,MATCHED
INV000698,MATCHED
INV000699,MATCHED
INV000700,MATCHED
INV000701,MATCHED
INV000702,MATCHED
INV000703,MATCHED
INV000704,MATCHED
INV000705,MATCHED
INV000706,MATCHED
INV000707,MATCHED
INV000708,MATCHED
INV000709,MATCHED
INV000710,MATCHED
INV000711,MATCHED
INV000712,MATCHED
INV000713,MATCHED
INV000714,MATCHED
INV000715,MATCHED
INV000716,MATCHED
INV000717,MATCHED
INV000719,MATCHED
INV000720,MATCHED
INV000721,MATCHED
INV000722,MATCHED
INV000723,MATCHED
INV000724,MATCHED
INV000725,MATCHED
INV000726,MATCHED
INV000727,MATCHED
INV000728,MATCHED
INV000729,MATCHED
INV000730,MATCHED
INV000731,MATCHED
INV000732,MATCHED
INV000733,MATCHED
INV000734,MATCHED
INV000735,MATCHED
INV000736,MATCHED
INV000737,MATCHED
INV000738,MATCHED
INV000739,MATCHED
INV000740,MATCHED
INV000741,MATCHED
INV000742,MATCHED
INV000743,MATCHED
INV000744,MATCHED
INV000745,MATCHED
INV000746,MATCHED
INV000747,MATCHED
INV000748,MATCHED
INV000749,MATCHED
INV000750,MATCHED
INV000751,MATCHED
INV000752,MATCHED
INV000753,MATCHED
INV000754,MATCHED
INV000755,MATCHED
INV000756,MATCHED
INV000757,MATCHED
INV000758,MATCHED
INV000759,MATCHED
INV000760,MATCHED
INV000761,MATCHED
INV000762,MATCHED
INV000763,MATCHED
INV000764,MATCHED
INV000765,MATCHED
INV000766,MATCHED
INV000767,MATCHED
INV000768,MATCHED
INV000769,MATCHED
INV000770,MATCHED
INV000771,MATCHED
INV000772,MATCHED
INV000773,MATCHED
INV000774,MATCHED
INV000775,MATCHED
INV000776,MATCHED
INV000777,MATCHED
INV000779,MATCHED
INV000780,MATCHED
INV000781,MATCHED
INV000782,MATCHED
INV000783,MATCHED
INV000784,MATCHED
INV000785,MATCHED
INV000786,MATCHED
INV000787,MATCHED
INV000788,MATCHED
INV000789,MATCHED
INV000790,MATCHED
INV000791,MATCHED
INV000792,MATCHED
INV000793,MATCHED
INV000794,MATCHED
INV000795,MATCHED
INV000796,MATCHED
INV000797,MATCHED
INV000798,MATCHED
INV000799,MATCHED
INV000800,MATCHED
INV000801,MATCHED
INV000802,MATCHED
INV000803,MATCHED
INV000804,MATCHED
INV000805,MATCHED
INV000806,MATCHED
INV000807,MATCHED
INV000808,MATCHED
INV000809,MATCHED
INV000810,MATCHED
INV000811,MATCHED
INV000812,MATCHED
INV000813,MATCHED
INV000814,MATCHED
INV000815,MATCHED
INV000816,MATCHED
INV000817,MATCHED
INV000818,MATCHED
INV000819,MATCHED
INV000820,MATCHED
INV000821,MATCHED
INV000822,MATCHED
INV000823,MATCHED
INV000824,MATCHED
INV000825,MATCHED
INV000826,MATCHED
INV000827,MATCHED
INV000828,MATCHED
INV000829,MATCHED
INV000830,MATCHED
INV000831,MATCHED
INV000832,MATCHED
INV000833,MATCHED
INV000834,MATCHED
INV000835,MATCHED
INV000837,MATCHED
INV000838,MATCHED
INV000839,MATCHED
INV000840,MATCHED
INV000841,MATCHED
INV000843,MATCHED
INV000844,MATCHED
INV000845,MATCHED
INV000846,MATCHED
INV000847,MATCHED
INV000848,MATCHED
INV000849,MATCHED
INV000850,MATCHED
INV000851,MATCHED
INV000852,MATCHED
INV000853,MATCHED
INV000854,MATCHED
INV000855,MATCHED
INV000856,MATCHED
INV000857,MATCHED
INV000858,MATCHED
INV000859,MATCHED
INV000860,MATCHED
INV000861,MATCHED
INV000862,MATCHED
INV000863,MATCHED
INV000864,MATCHED
INV000865,MATCHED
INV000866,MATCHED
INV000867,MATCHED
INV000868,MATCHED
INV000869,MATCHED
INV000870,MATCHED
INV000871,MATCHED
INV000872,MATCHED
INV000873,MATCHED
INV000874,MATCHED
INV000875,MATCHED
INV000876,MATCHED
INV000878,MATCHED
INV000879,MATCHED
INV000880,MATCHED
INV000881,MATCHED
INV000882,MATCHED
INV000883,MATCHED
INV000884,MATCHED
INV000885,MATCHED
INV000886,MATCHED
INV000887,MATCHED
INV000888,MATCHED
INV000889,MATCHED
INV000890,MATCHED
INV000891,MATCHED
INV000892,MATCHED
INV000893,MATCHED
INV000894,MATCHED
INV000895,MATCHED
INV000896,MATCHED
INV000897,MATCHED
INV000898,MATCHED
INV000899,MATCHED
INV000900,MATCHED
INV000901,MATCHED
INV000902,MATCHED
INV000903,MATCHED
INV000904,MATCHED
INV000905,MATCHED
INV000907,MATCHED
INV000908,MATCHED
INV000909,MATCHED
INV000910,MATCHED
INV000911,MATCHED
INV000912,MATCHED
INV000913,MATCHED
INV000914,MATCHED
INV000915,MATCHED
INV000916,MATCHED
INV000917,MATCHED
INV000918,MATCHED
INV000919,MATCHED
INV000920,MATCHED
INV000921,MATCHED
INV000922,MATCHED
INV000923,MATCHED
INV000925,MATCHED
INV000926,MATCHED
INV000927,MATCHED
INV000928,MATCHED
INV000929,MATCHED
INV000930,MATCHED
INV000931,MATCHED
INV000932,MATCHED
INV000933,MATCHED
INV000935,MATCHED
INV000936,MATCHED
INV000937,MATCHED
INV000938,MATCHED
INV000939,MATCHED
INV000940,MATCHED
INV000941,MATCHED
INV000942,MATCHED
INV000943,MATCHED
INV000944,MATCHED
INV000945,MATCHED
INV000946,MATCHED
INV000947,MATCHED
INV000948,MATCHED
INV000949,MATCHED
INV000950,MATCHED
INV000951,MATCHED
INV000952,MATCHED
INV000953,MATCHED
INV000954,MATCHED
INV000957,MATCHED
INV000958,MATCHED
INV000959,MATCHED
INV000960,MATCHED
INV000961,MATCHED
INV000962,MATCHED
INV000963,MATCHED
INV000964,MATCHED
INV000965,MATCHED
INV000966,MATCHED
INV000968,MATCHED
INV000969,MATCHED
INV000970,MATCHED
INV000971,MATCHED
INV000972,MATCHED
INV000973,MATCHED
INV000974,MATCHED
INV000975,MATCHED
INV000976,MATCHED
INV000977,MATCHED
INV000978,MATCHED
INV000979,MATCHED
INV000980,MATCHED
INV000981,MATCHED
INV000982,MATCHED
INV000983,MATCHED
INV000984,MATCHED
INV000985,MATCHED
INV000987,MATCHED
INV000988,MATCHED
INV000989,MATCHED
INV000990,MATCHED
INV000991,MATCHED
INV000992,MATCHED
INV000993,MATCHED
INV000994,MATCHED
INV000995,MATCHED
INV000996,MATCHED
INV000997,MATCHED
INV000998,MATCHED
INV000999,MATCHED
INV001000,MATCHED
